brand,cashback,offer,details,url,source,date_time
"sephora","4.0%","+ 4.0% Cash Back","Get a Free Fragrance Sample Bag with any $35 order.","sephora.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"jcpenney","8.0%","+ 8.0% Cash Back","It's Cinco de Mayo! Extra 30% off no minimum, with any method of payment.","jcpenney.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"ralphlauren","2.5%","+ 2.5% Cash Back","Spring Sale: Enjoy up to 40% off select styles.","ralphlauren.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"ebags","6.0%","+ 6.0% Cash Back","Up to 25% of Your order and Free shipping Over $49.","ebags.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"anntaylor","2.0%","+ 2.0% Cash Back","Extra 40% Off Sale Styles. Offer valid 4/18/2017 @ 3AM - 5/7/2017 @ 5PM.","anntaylor.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"shindigz","6.0%","+ 6.0% Cash Back","Save an Extra 30% off Already Reduced Clearance items.","shindigz.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"babiesrus","1.0%","+ 1.0% Cash Back","50% off Carter's clothing, sleepwear, accessories and shoes.","babiesrus.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"clinique","6.0%","+ 6.0% Cash Back","Free 7-piece gift with $28 order + more treats.","clinique.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"walgreens","8.0%","+ Up to 8.0% Cash Back","40% off Everything Photo.","walgreens.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"qvc","1.0%","+ 1.0% Cash Back","Kitchen & Food Mother's Day Gifts & Special Offers.","qvc.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"jet","3.0%","+ 3.0% Cash Back","20% off select Grocery Products.","jet.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"hotels","3.0%","+ Up to 3.0% Cash Back","$40 off $300 hotel reservations.","hotels.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"teavana","6.0%","+ 6.0% Cash Back","Friends & Family Sale - 30% off sitewide.","teavana.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"vistaprint","4.0%","+ 4.0% Cash Back","Up to 25% off Signage and Marketing Materials.","vistaprint.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"harryanddavid","3.5%","+ 3.5% Cash Back","Enjoy Up to 42% off Select Chocolates!","harryanddavid.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"keurig","4.0%","+ Up to 4.0% Cash Back","20% off accessories.","keurig.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"kiehls","8.0%","+ 8.0% Cash Back","Enjoy 4 Free Deluxe Samples, Free shipping and Gift Boxing with Your $65+ order.","kiehls.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"bananarepublic","2.0%","+ 2.0% Cash Back","30% off any order.","bananarepublic.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"thebodyshop","4.0%","+ 4.0% Cash Back","Buy 3 Get 3 Free on select Items.","thebodyshop.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"canon","2.5%","+ Up to 2.5% Cash Back","Save on Mother's Day SL1 Camera Bundles!","canon.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"dellconsumer","2.0%","+ 2.0% Cash Back","Up to 50% off electronics for your grad.","dellconsumer.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"lanebryant","2.5%","+ 2.5% Cash Back","$50 off $100.","lanebryant.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"landsend","2.0%","+ 2.0% Cash Back","40% off swimwear, beach towels, totes & water shoes","landsend.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"newbalance","5.0%","+ 5.0% Cash Back","$10 off $75+ order.","newbalance.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"toryburch","2.5%","+ 2.5% Cash Back","Up to 30% Handbags, Shoes, Accessories, and More.","toryburch.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"carters","5.0%","+ 5.0% Cash Back","Biggest Baby Sale of the Year: Up to 70% off + free shipping at $50.","carters.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"thechildrensplace","1.5%","+ 1.5% Cash Back","50% off Matchables and Free shipping.","thechildrensplace.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"katespade","3.5%","+ 3.5% Cash Back","Mother's day gift guide! gifts under $50 including tech accessories, home decor and more at katespade.com!","katespade.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"orbitz","9.0%","+ Up to 9.0% Cash Back","Get An Extra 15% off select Hotels.","orbitz.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"tommyhilfiger","2.5%","+ 2.5% Cash Back","Friends and Family 30% off at Tommy.com","tommyhilfiger.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"bobbibrowncosmetics","8.0%","+ 8.0% Cash Back","40% Off Flash Event! 40% off Select items. Prices are as marked.","bobbibrowncosmetics.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"neimanmarcuslastcall","4.0%","+ 4.0% Cash Back","30% off sitewide.","neimanmarcuslastcall.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"godiva","8.0%","+ 8.0% Cash Back","Buy More Save More, Spend $50 Get $10 Off, Spend $75 Get $20 Off, Spend $100 Get $30 Off.","godiva.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"sears","1.5%","+ 1.5% Cash Back","Extra 30% off $50 clothing, accessories, sleepwear & lingerie.","sears.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"lancome","8.0%","+ 8.0% Cash Back","4 Samples and Free shipping with $49+ order and Bonus Sample with $75+ order.","lancome.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"aero","2.0%","+ 2.0% Cash Back","Shop the Aeropostale Factory Event - 60% Off Everything + Extra 30% Off Clearance and Free Shipping Over $87 or $5 Flat Rate Shipping.","aero.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"travelocity","7.0%","+ Up to 7.0% Cash Back","Save 15% on participating hotels.","travelocity.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"calvinklein","3.5%","+ 3.5% Cash Back","Friends + Family - 30% off Sitewide and Free Shipping at CalvinKlein - Valid 5/4 through 5/7.","calvinklein.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"hotwire","4.0%","+ Up to 4.0% Cash Back","Hot Rate Hotels - $15 off $100+.","hotwire.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"gap","6.0%","+ 6.0% Cash Back","What Friday was made for. 40% off any order. Online and in stores. Restrictions apply.","gap.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"disneystore","3.0%","+ 3.0% Cash Back","55% off select styles, $5 items + $5 off select styles.","disneystore.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"walmart","1.0%","+ 1.0% Cash Back","Celebrate Grads at Walmart.com with Great Gifts for their Next Adventure!","walmart.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"americaneagle","2.0%","+ 2.0% Cash Back","A Semi-exclusive, just for you! Take $40 off $150, $20 off $100, or $10 off $50, PLUS get Free shipping only at AE.com! Use code SPICIER.","americaneagle.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"bloomingdales","8.0%","+ 8.0% Cash Back","One Day Home Sale: up to 75% off home items.","bloomingdales.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"overstock","4.0%","+ 4.0% Cash Back","Extra 20% off select Clothing and Shoes.","overstock.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"newyorkcompany","2.5%","+ 2.5% Cash Back","Shop the Eva Mendes Collection starting at $29.","newyorkcompany.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"snapfish","6.0%","+ 6.0% Cash Back","40% Off Sitewide at Snapfish!","snapfish.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"bathandbodyworks","1.0%","+ 1.0% Cash Back","Exclusive Mother's Day Tote Only $30 with any $30 order.","bathandbodyworks.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"loft","2.0%","+ 2.0% Cash Back","Extra 50% Off All Sale Styles from 5/4 12a EST - 5/7 11:59p EST","loft.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"gymboree","1.0%","+ 1.0% Cash Back","40% off any order.","gymboree.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"gnc","5.0%","+ 5.0% Cash Back","Buy 2 Get 1 Free On Hundreds Of Products! Mix and Match. Exclusions Apply.","gnc.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"coach","10.0%","+ 10.0% Cash Back","Mother's Day Event - 30% off.","coach.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"hsn","2.0%","+ 2.0% Cash Back","Up to 25% off Summer Food and Cooking","hsn.com","https://www.ebates.com/deals.htm",2017-05-05 14:49:00
"coach","10.0%","10.0% Cash Back","Get a great deal from See all Coach plus  10.0% Cash Back  from Ebates!","coach.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"amorepacific","9.0%","9.0% Cash Back","Get a great deal from See all AMOREPACIFIC plus  9.0% Cash Back  from Ebates!","amorepacific.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"johnhardy","9.0%","9.0% Cash Back","Get a great deal from See all John Hardy plus  9.0% Cash Back  from Ebates!","johnhardy.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"bloomingdales","8.0%","8.0% Cash Back","Get a great deal from See all Bloomingdale's plus  8.0% Cash Back  from Ebates!","bloomingdales.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"bobbibrowncosmetics","8.0%","8.0% Cash Back","Get a great deal from Bobbi Brown Cosmetics plus  8.0% Cash Back  from Ebates!","bobbibrowncosmetics.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"horchow","8.0%","8.0% Cash Back","Get a great deal from See all Horchow plus  8.0% Cash Back  from Ebates!","horchow.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"kiehls","8.0%","8.0% Cash Back","Get a great deal from See all Kiehl's plus  8.0% Cash Back  from Ebates!","kiehls.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"lancome","8.0%","8.0% Cash Back","Get a great deal from See all Lancome plus  8.0% Cash Back  from Ebates!","lancome.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"sachinandbabi","8.0%","8.0% Cash Back","Get a great deal from See all Sachin & Babi plus  8.0% Cash Back  from Ebates!","sachinandbabi.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"petit-bateau","7.0%","7.0% Cash Back","Get a great deal from See all Petit Bateau plus  7.0% Cash Back  from Ebates!","petit-bateau.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"agjeans","6.0%","6.0% Cash Back","Get a great deal from See all AG Jeans plus  6.0% Cash Back  from Ebates!","agjeans.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"aliceolivia","6.0%","6.0% Cash Back","Get a great deal from See all Alice + Olivia plus  6.0% Cash Back  from Ebates!","aliceolivia.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"esteelauder","6.0%","6.0% Cash Back","Get a great deal from See all Estée Lauder plus  6.0% Cash Back  from Ebates!","esteelauder.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:14
"forzieri","6.0%","6.0% Cash Back","Get a great deal from See all Forzieri plus  6.0% Cash Back  from Ebates!","forzieri.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"nicolemiller","6.0%","6.0% Cash Back","Get a great deal from See all Nicole Miller plus  6.0% Cash Back  from Ebates!","nicolemiller.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"algenist","5.0%","5.0% Cash Back","Get a great deal from See all Algenist plus  5.0% Cash Back  from Ebates!","algenist.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"clarins","5.0%","5.0% Cash Back","Get a great deal from See all Clarins plus  5.0% Cash Back  from Ebates!","clarins.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"lecreuset","5.0%","5.0% Cash Back","Get a great deal from See all Le Creuset plus  5.0% Cash Back  from Ebates!","lecreuset.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"millyny","5.0%","5.0% Cash Back","Get a great deal from See all MILLY plus  5.0% Cash Back  from Ebates!","millyny.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"net-a-porter","5.0%","5.0% Cash Back","Get a great deal from See all NET-A-PORTER plus  5.0% Cash Back  from Ebates!","net-a-porter.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"perriconemd","5.0%","5.0% Cash Back","Get a great deal from See all Perricone MD plus  5.0% Cash Back  from Ebates!","perriconemd.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"pevonia","5.0%","5.0% Cash Back","Get a great deal from See all Pevonia plus  5.0% Cash Back  from Ebates!","pevonia.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"rag-bone","5.0%","5.0% Cash Back","Get a great deal from See all rag & bone plus  5.0% Cash Back  from Ebates!","rag-bone.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"stuartweitzman","5.0%","5.0% Cash Back","Get a great deal from See all Stuart Weitzman plus  5.0% Cash Back  from Ebates!","stuartweitzman.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"briggs-riley","4.5%","4.5% Cash Back","Get a great deal from Briggs & Riley Travelware plus  4.5% Cash Back  from Ebates!","briggs-riley.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"elevtd","4.5%","4.5% Cash Back","Get a great deal from See all ELEVTD plus  4.5% Cash Back  from Ebates!","elevtd.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"joesjeans","4.5%","4.5% Cash Back","Get a great deal from See all JOE'S Jeans plus  4.5% Cash Back  from Ebates!","joesjeans.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"luisaviaroma","4.5%","Up to 4.5% Cash Back","Get a great deal from See all Luisaviaroma plus  Up to 4.5% Cash Back  from Ebates!","luisaviaroma.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:15
"bergdorfgoodman","4.0%","4.0% Cash Back","Get a great deal from See all Bergdorf Goodman plus  4.0% Cash Back  from Ebates!","bergdorfgoodman.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"cledepeaubeaute","4.0%","4.0% Cash Back","Get a great deal from See all Cle de Peau Beaute plus  4.0% Cash Back  from Ebates!","cledepeaubeaute.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"dkny","4.0%","4.0% Cash Back","Get a great deal from See all DKNY plus  4.0% Cash Back  from Ebates!","dkny.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"dooneybourke","4.0%","4.0% Cash Back","Get a great deal from See all Dooney & Bourke plus  4.0% Cash Back  from Ebates!","dooneybourke.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"eastdane","4.0%","4.0% Cash Back","Get a great deal from See all East Dane plus  4.0% Cash Back  from Ebates!","eastdane.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"ghurka","4.0%","4.0% Cash Back","Get a great deal from See all Ghurka plus  4.0% Cash Back  from Ebates!","ghurka.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"giltgroupe","4.0%","4.0% Cash Back","Get a great deal from See all Gilt plus  4.0% Cash Back  from Ebates!","giltgroupe.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"giorgioarmanibeauty","4.0%","4.0% Cash Back","Get a great deal from Giorgio Armani Beauty plus  4.0% Cash Back  from Ebates!","giorgioarmanibeauty.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"intermix","4.0%","4.0% Cash Back","Get a great deal from See all INTERMIX plus  4.0% Cash Back  from Ebates!","intermix.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"jbrand","4.0%","4.0% Cash Back","Get a great deal from See all J Brand plus  4.0% Cash Back  from Ebates!","jbrand.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"jimmychoo","4.0%","4.0% Cash Back","Get a great deal from See all Jimmy Choo plus  4.0% Cash Back  from Ebates!","jimmychoo.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"johnvarvatos","4.0%","4.0% Cash Back","Get a great deal from See all John Varvatos plus  4.0% Cash Back  from Ebates!","johnvarvatos.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"jurlique","4.0%","4.0% Cash Back","Get a great deal from See all Jurlique plus  4.0% Cash Back  from Ebates!","jurlique.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:16
"marcjacobsbeauty","4.0%","4.0% Cash Back","Get a great deal from See all Marc Jacobs Beauty plus  4.0% Cash Back  from Ebates!","marcjacobsbeauty.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"neimanmarcuslastcall","4.0%","4.0% Cash Back","Get a great deal from Neiman Marcus Last Call plus  4.0% Cash Back  from Ebates!","neimanmarcuslastcall.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"orchardmile","4.0%","4.0% Cash Back","Get a great deal from See all Orchard Mile plus  4.0% Cash Back  from Ebates!","orchardmile.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"ray-ban","4.0%","4.0% Cash Back","Get a great deal from See all Ray-Ban plus  4.0% Cash Back  from Ebates!","ray-ban.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"revive","4.0%","4.0% Cash Back","Get a great deal from See all ReVive plus  4.0% Cash Back  from Ebates!","revive.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"saksfifthavenue","4.0%","4.0% Cash Back","Get a great deal from See all Saks Fifth Avenue plus  4.0% Cash Back  from Ebates!","saksfifthavenue.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"saksfifthavenueoff5th","4.0%","4.0% Cash Back","Get a great deal from See all Saks OFF 5TH plus  4.0% Cash Back  from Ebates!","saksfifthavenueoff5th.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"sephora","4.0%","4.0% Cash Back","Get a great deal from See all Sephora plus  4.0% Cash Back  from Ebates!","sephora.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"shiseido","4.0%","4.0% Cash Back","Get a great deal from See all Shiseido plus  4.0% Cash Back  from Ebates!","shiseido.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"stylebop","4.0%","4.0% Cash Back","Get a great deal from See all Stylebop plus  4.0% Cash Back  from Ebates!","stylebop.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"surlatable","4.0%","4.0% Cash Back","Get a great deal from See all Sur La Table plus  4.0% Cash Back  from Ebates!","surlatable.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"veronicabeard","4.0%","4.0% Cash Back","Get a great deal from See all Veronica Beard plus  4.0% Cash Back  from Ebates!","veronicabeard.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"vince","4.0%","4.0% Cash Back","Get a great deal from See all Vince plus  4.0% Cash Back  from Ebates!","vince.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:17
"waterford","4.0%","4.0% Cash Back","Get a great deal from See all Waterford.com plus  4.0% Cash Back  from Ebates!","waterford.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"wedgwood","4.0%","4.0% Cash Back","Get a great deal from See all Wedgwood plus  4.0% Cash Back  from Ebates!","wedgwood.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"yslbeautyus","4.0%","4.0% Cash Back","Get a great deal from Yves Saint Laurent Beauty plus  4.0% Cash Back  from Ebates!","yslbeautyus.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"alexisbittar","3.5%","3.5% Cash Back","Get a great deal from See all Alexis Bittar plus  3.5% Cash Back  from Ebates!","alexisbittar.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"belstaff","3.5%","3.5% Cash Back","Get a great deal from See all Belstaff plus  3.5% Cash Back  from Ebates!","belstaff.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"calvinklein","3.5%","3.5% Cash Back","Get a great deal from See all Calvin Klein plus  3.5% Cash Back  from Ebates!","calvinklein.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"dianevonfurstenberg","3.5%","3.5% Cash Back","Get a great deal from Diane von Furstenberg DVF plus  3.5% Cash Back  from Ebates!","dianevonfurstenberg.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"effyjewelers","3.5%","3.5% Cash Back","Get a great deal from See all Effy Jewelry plus  3.5% Cash Back  from Ebates!","effyjewelers.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"frankandoak","3.5%","3.5% Cash Back","Get a great deal from See all Frank + Oak plus  3.5% Cash Back  from Ebates!","frankandoak.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"halston","3.5%","3.5% Cash Back","Get a great deal from See all Halston Heritage plus  3.5% Cash Back  from Ebates!","halston.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"hugoboss","3.5%","3.5% Cash Back","Get a great deal from See all Hugo Boss plus  3.5% Cash Back  from Ebates!","hugoboss.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"joie","3.5%","3.5% Cash Back","Get a great deal from See all Joie plus  3.5% Cash Back  from Ebates!","joie.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"katespade","3.5%","3.5% Cash Back","Get a great deal from See all kate spade new york plus  3.5% Cash Back  from Ebates!","katespade.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:18
"marahoffman","3.5%","3.5% Cash Back","Get a great deal from See all Mara Hoffman plus  3.5% Cash Back  from Ebates!","marahoffman.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"matchesfashion","3.5%","3.5% Cash Back","Get a great deal from See all MATCHESFASHION.COM plus  3.5% Cash Back  from Ebates!","matchesfashion.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"armani","3.0%","3.0% Cash Back","Get a great deal from See all Armani plus  3.0% Cash Back  from Ebates!","armani.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
